temperature,salinity,pressure,latitude,longitude
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
,,,-3.7257,73.8015
